date,games,log_loss,brier_score,mae_margin,margin_games,model_id
2024-10-23,10.0,0.7172092957692069,0.26202491473037776,13.23374147557774,10.0,elo
2024-10-24,4.0,3.2909945850616897,0.4314634467304353,12.452060997596288,4.0,elo
2024-10-25,10.0,4.624986235243226,0.46467017833804036,15.893493955350127,10.0,elo
2024-10-26,10.0,1.2632069583765468,0.33670091132757707,11.317295945415408,10.0,elo
2024-10-27,5.0,2.8994585233624144,0.7274586440434094,20.770337932363713,5.0,elo
2024-10-28,11.0,1.1404994864449836,0.3671125218118515,7.551408047732247,11.0,elo
2024-10-29,4.0,0.7674371820573166,0.2868211304852788,11.354021637915682,4.0,elo
2024-10-30,11.0,1.5993278852029753,0.4720421539526943,12.040956127074974,11.0,elo
2024-10-31,4.0,0.6736911990555069,0.23019718733462208,11.604382993964341,4.0,elo
2024-11-01,9.0,0.40107355532231964,0.12654747317636938,8.085221191241946,9.0,elo
2024-11-02,10.0,0.5815835477817787,0.19325924130181563,11.377382735884236,10.0,elo
2024-11-03,3.0,1.3832429953461458,0.517749389748667,22.029203146280953,3.0,elo
2024-11-04,15.0,0.8320023870950061,0.2972909501011957,12.847005715161663,15.0,elo
2024-11-06,12.0,0.6810199712075353,0.24178227812998707,10.382431214316272,12.0,elo
2024-11-07,3.0,0.5394144763897941,0.1745308860992912,15.468498157099456,3.0,elo
2024-11-08,13.0,0.4572144391867577,0.1440881453029317,12.371399460542149,13.0,elo
2024-11-09,4.0,0.797037720799393,0.2933957158455603,11.672417317217638,4.0,elo
2024-11-10,11.0,0.7800143115884084,0.2765555434431557,12.821271638934563,11.0,elo
2024-11-11,5.0,0.43526000992311326,0.14514822271450936,7.775901063702816,5.0,elo
2024-11-12,8.0,0.8237960442555714,0.26361301941960147,11.316671547023967,8.0,elo
2024-11-13,11.0,0.5995634206950778,0.21680876886029676,8.952964612683745,11.0,elo
2024-11-14,1.0,0.9719818728420816,0.38647049582605897,4.530991054747643,1.0,elo
2024-11-15,12.0,0.5832782966004887,0.19992144888975774,7.076007100844891,12.0,elo
2024-11-16,5.0,0.29538309857301004,0.0809060614752984,7.926338371482724,5.0,elo
2024-11-17,10.0,0.6572351316284055,0.21374914453454558,10.557175864957022,10.0,elo
2024-11-18,8.0,1.1410360706517357,0.44487924199320933,12.276470282901517,8.0,elo
2024-11-19,6.0,0.7579254355651784,0.28506759001584114,12.753929894642182,6.0,elo
2024-11-20,8.0,0.36973071445753536,0.11924203540763136,9.64733583729604,8.0,elo
2024-11-21,4.0,0.9511772055656733,0.36207707370995257,5.382877537546815,4.0,elo
2024-11-22,8.0,0.5148253346489065,0.1796820220045537,11.614579147736514,8.0,elo
2024-11-23,7.0,1.1189869733580082,0.4182474699527231,14.773026062312235,7.0,elo
2024-11-24,6.0,0.42511190837445284,0.14295368637643396,9.12660249615316,6.0,elo
2024-11-25,9.0,0.6167433126685772,0.19795931673548187,14.559142541514184,9.0,elo
2024-11-26,5.0,0.5846179785135099,0.19782441435412437,11.802538240615764,5.0,elo
2024-11-27,14.0,0.751278068442099,0.2494200431468853,12.854201634602338,14.0,elo
2024-11-29,10.0,0.6440529143544864,0.22557718393272394,10.519091784752584,10.0,elo
2024-11-30,5.0,0.6506039981580798,0.23114085410018043,8.399347221313544,5.0,elo
2024-12-01,10.0,0.5227110008236305,0.17342695762779203,5.6923032068869475,10.0,elo
