bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",500,0.008483259688221294,0.464,bradley_terry_hfa
"(0.1, 0.2]",49,0.14576526993290614,0.42857142857142855,bradley_terry_hfa
"(0.2, 0.3]",30,0.2320316814082549,0.5,bradley_terry_hfa
"(0.3, 0.4]",23,0.34551399513206443,0.6086956521739131,bradley_terry_hfa
"(0.4, 0.5]",26,0.44712314372226747,0.6153846153846154,bradley_terry_hfa
"(0.5, 0.6]",29,0.5453668326417112,0.6896551724137931,bradley_terry_hfa
"(0.6, 0.7]",20,0.6528412297418378,0.85,bradley_terry_hfa
"(0.7, 0.8]",21,0.747043028172506,0.7142857142857143,bradley_terry_hfa
"(0.8, 0.9]",50,0.8632523045682499,0.6,bradley_terry_hfa
"(0.9, 1.0]",114,0.9779842823007152,0.7894736842105263,bradley_terry_hfa
