bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",35,0.04132743057049412,0.2857142857142857,elo
"(0.1, 0.2]",54,0.15195636059145046,0.3888888888888889,elo
"(0.2, 0.3]",85,0.25343646835010175,0.36470588235294116,elo
"(0.3, 0.4]",85,0.35080375243390993,0.36470588235294116,elo
"(0.4, 0.5]",91,0.45057185275858025,0.5164835164835165,elo
"(0.5, 0.6]",130,0.5442343337698109,0.6307692307692307,elo
"(0.6, 0.7]",125,0.6517325256561689,0.52,elo
"(0.7, 0.8]",112,0.7499153985813231,0.6607142857142857,elo
"(0.8, 0.9]",91,0.8501984676766264,0.7582417582417582,elo
"(0.9, 1.0]",54,0.9512161538771596,0.7407407407407407,elo
