bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",506,0.008639690324321003,0.4683794466403162,bradley_terry_hfa
"(0.1, 0.2]",46,0.1458787931480242,0.391304347826087,bradley_terry_hfa
"(0.2, 0.3]",28,0.23668866631050592,0.5,bradley_terry_hfa
"(0.3, 0.4]",21,0.347649521837114,0.5714285714285714,bradley_terry_hfa
"(0.4, 0.5]",24,0.4467503834562043,0.6666666666666666,bradley_terry_hfa
"(0.5, 0.6]",26,0.5429774408146728,0.6538461538461539,bradley_terry_hfa
"(0.6, 0.7]",20,0.6579448741863092,0.85,bradley_terry_hfa
"(0.7, 0.8]",20,0.7520373992937974,0.75,bradley_terry_hfa
"(0.8, 0.9]",35,0.856267328821782,0.7428571428571429,bradley_terry_hfa
"(0.9, 1.0]",122,0.9787850537025817,0.7786885245901639,bradley_terry_hfa
