date,games,log_loss,brier_score,mae_margin,margin_games,model_id
2025-10-25,5.0,0.24936301743692596,0.06268155283221737,13.252708705036799,5.0,elo
2025-10-26,9.0,0.9404736671591901,0.3267387373873945,10.334404419534001,9.0,elo
2025-10-27,11.0,0.8769890709778972,0.2834501686978031,13.282304780852463,11.0,elo
2025-10-28,5.0,0.17634359754880607,0.036382150132260906,11.491724182393716,5.0,elo
2025-10-29,10.0,0.8440296832900348,0.31235993080410485,9.58949875490634,10.0,elo
2025-10-30,4.0,1.0090231133934244,0.2802057307394779,9.310729870496894,4.0,elo
2025-10-31,8.0,1.3211294897229702,0.3800235602331164,11.600212144702704,8.0,elo
2025-11-01,6.0,1.6798714125841565,0.5246250514004723,19.44606927275097,6.0,elo
2025-11-02,8.0,1.0416932501390583,0.3325246617023278,14.428896085856994,8.0,elo
2025-11-03,9.0,0.46393461851523754,0.15840180899057635,5.216588545482816,9.0,elo
2025-11-04,6.0,0.6481496778347774,0.2338129794820887,11.23000503670133,6.0,elo
2025-11-05,11.0,0.8077028532901607,0.28998048554681116,10.554922078992043,11.0,elo
2025-11-06,1.0,0.44036429105054975,0.12687712412373903,10.235623712971204,1.0,elo
2025-11-07,11.0,0.36660710388674095,0.11144935048601493,15.495329994612645,11.0,elo
2025-11-08,8.0,0.5483830856710953,0.1947222672743949,8.295461126946297,8.0,elo
2025-11-09,7.0,0.5585010376069975,0.20954919227900035,12.038580964813104,7.0,elo
2025-11-10,9.0,0.4040514812257921,0.12557933173125083,6.101134028952386,9.0,elo
2025-11-11,6.0,0.15177123295296147,0.022619483533685952,6.440608598490576,6.0,elo
2025-11-12,12.0,0.6901251210173726,0.2399348298155949,14.038494400597486,12.0,elo
2025-11-13,3.0,0.6573569928433488,0.24226756909860592,14.910248650568823,3.0,elo
2025-11-14,9.0,0.4206146010975147,0.1387588933092541,6.217546683938475,9.0,elo
2025-11-15,5.0,0.33039143231973095,0.10563403946400571,9.713035399608646,5.0,elo
2025-11-16,8.0,0.6413775353847839,0.2353099012518387,8.513257954459704,8.0,elo
2025-11-17,8.0,0.4313941536171296,0.13277568969290762,7.7175959198245625,8.0,elo
2025-11-18,6.0,0.45744751480235485,0.15733691233433053,7.8933470090607365,6.0,elo
2025-11-19,9.0,0.4577574246821401,0.16093940020808117,7.976210996875494,9.0,elo
2025-11-20,4.0,0.4671118629336945,0.15049083718749548,18.142735591246062,4.0,elo
2025-11-21,9.0,0.8387594259593759,0.29349920887027003,12.50565919469751,9.0,elo
2025-11-22,7.0,0.9071108301175327,0.265712933716898,11.986379209398534,7.0,elo
2025-11-23,8.0,0.3118272881379941,0.09867585093646344,8.249555641839162,8.0,elo
2025-11-24,10.0,0.6340769663720455,0.2227741175838711,11.724472517152694,10.0,elo
2025-11-25,3.0,1.1303046064094495,0.3985883704480961,25.253588091621328,3.0,elo
2025-11-26,9.0,0.4397425875289249,0.14217465920151515,9.260543981061453,9.0,elo
2025-11-28,11.0,0.6697344525473036,0.2400292140801568,9.310745503877758,11.0,elo
2025-11-29,8.0,0.8906462097611068,0.32073162349337364,8.97890329361584,8.0,elo
