bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",31,0.05165855092757959,0.25806451612903225,elo
"(0.1, 0.2]",47,0.1535981324297581,0.2553191489361702,elo
"(0.2, 0.3]",78,0.25004817009535696,0.3974358974358974,elo
"(0.3, 0.4]",85,0.35336979240427285,0.4,elo
"(0.4, 0.5]",93,0.4519660322462632,0.4946236559139785,elo
"(0.5, 0.6]",132,0.55582819103835,0.5833333333333334,elo
"(0.6, 0.7]",120,0.6498848960370617,0.5666666666666667,elo
"(0.7, 0.8]",106,0.7510509238640728,0.6226415094339622,elo
"(0.8, 0.9]",104,0.8459202995886225,0.7403846153846154,elo
"(0.9, 1.0]",66,0.9501965787812366,0.7727272727272727,elo
