bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",24,0.06497026964983882,0.2708333333333333,elo
"(0.1, 0.2]",51,0.15150687427698947,0.3333333333333333,elo
"(0.2, 0.3]",41,0.24663049314445398,0.5,elo
"(0.3, 0.4]",40,0.355935017812098,0.5,elo
"(0.4, 0.5]",46,0.4577789042715027,0.3804347826086957,elo
"(0.5, 0.6]",56,0.5522664446031574,0.5357142857142857,elo
"(0.6, 0.7]",58,0.6541738488145122,0.5517241379310345,elo
"(0.7, 0.8]",40,0.751995752673422,0.5625,elo
"(0.8, 0.9]",59,0.8466254852621242,0.6949152542372882,elo
"(0.9, 1.0]",69,0.9475929214639384,0.8405797101449275,elo
