bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",31,0.0460953628707043,0.22580645161290322,elo
"(0.1, 0.2]",51,0.1534555195276907,0.35294117647058826,elo
"(0.2, 0.3]",80,0.25528677321265575,0.4125,elo
"(0.3, 0.4]",89,0.3520710199479801,0.34831460674157305,elo
"(0.4, 0.5]",88,0.450607579436518,0.5227272727272727,elo
"(0.5, 0.6]",131,0.5460542845119076,0.6030534351145038,elo
"(0.6, 0.7]",120,0.650368910635138,0.5333333333333333,elo
"(0.7, 0.8]",121,0.7488896557426191,0.6446280991735537,elo
"(0.8, 0.9]",92,0.8494747528244326,0.75,elo
"(0.9, 1.0]",59,0.9500911838522555,0.7627118644067796,elo
