date,game_id,status,home_team,away_team,neutral,overtime,home_score,away_score,result_margin,result_total,home_rating,away_rating,home_advantage,projected_winner,projected_spread,projected_home_spread,projected_win_prob,projected_home_score,projected_away_score,projected_total
2025-10-24,2025-10-24|Washington Wizards|Dallas Mavericks,final,Dallas Mavericks,Washington Wizards,False,False,107.0,117.0,-10.0,224.0,-4.559644697700993,-9.127672320717876,3.116168938173971,Dallas Mavericks,-7.684196561190854,7.684196561190854,0.7660489427606688,121.25077949501667,113.56658293382583,234.8173624288425
2025-10-25,2025-10-25|Charlotte Hornets|Philadelphia 76ers,final,Philadelphia 76ers,Charlotte Hornets,False,False,125.0,121.0,4.0,246.0,0.4835721595788196,-5.196835280815433,-2.2224258142984166,Philadelphia 76ers,-3.4579816260958367,3.4579816260958367,0.6303630786883068,118.06180331304792,114.60382168695209,232.665625
2025-10-25,2025-10-25|Chicago Bulls|Orlando Magic,final,Orlando Magic,Chicago Bulls,False,False,98.0,110.0,-12.0,208.0,2.534728893900602,-1.8746275836023327,0.8890511877268042,Orlando Magic,-5.298407665229739,5.298407665229739,0.6937825838836406,120.79101254473609,115.49260487950635,236.28361742424244
2025-10-25,2025-10-25|Indiana Pacers|Memphis Grizzlies,final,Memphis Grizzlies,Indiana Pacers,False,False,128.0,103.0,25.0,231.0,-1.2309638034360872,-10.964758742911087,3.173120559720777,Memphis Grizzlies,-12.906915499195778,12.906915499195778,0.8799877398587236,121.5829558556585,108.67604035646272,230.25899621212122
2025-10-25,2025-10-25|Oklahoma City Thunder|Atlanta Hawks,final,Atlanta Hawks,Oklahoma City Thunder,False,False,100.0,117.0,-17.0,217.0,-1.4983469702137577,11.427846652099367,-1.566197443352507,Oklahoma City Thunder,14.492391065665633,-14.492391065665633,0.09647251360669916,110.18027505540249,124.67266612106812,234.8529411764706
2025-10-25,2025-10-25|Phoenix Suns|Denver Nuggets,final,Denver Nuggets,Phoenix Suns,False,False,133.0,111.0,22.0,244.0,4.823066776850101,3.0778692065981805,2.550065027516349,Denver Nuggets,-4.29526259776827,4.29526259776827,0.6599379237871653,120.29606879888414,116.00080620111586,236.296875
2025-10-26,2025-10-26|Boston Celtics|Detroit Pistons,final,Detroit Pistons,Boston Celtics,False,False,119.0,113.0,6.0,232.0,5.973768646051718,3.266409126077347,0.7800881257205348,Detroit Pistons,-3.487447645694905,3.487447645694905,0.6314222464122531,116.42341132284746,112.93596367715254,229.359375
2025-10-26,2025-10-26|Brooklyn Nets|San Antonio Spurs,final,San Antonio Spurs,Brooklyn Nets,False,False,118.0,107.0,11.0,225.0,6.732817343411236,-5.014394269100372,-0.45274721388231237,San Antonio Spurs,-11.294464398629295,11.294464398629295,0.8511204152720689,119.84950492658736,108.55504052795807,228.40454545454543
2025-10-26,2025-10-26|Charlotte Hornets|Washington Wizards,final,Washington Wizards,Charlotte Hornets,False,False,113.0,139.0,-26.0,252.0,-9.127672320717876,-5.196835280815433,-2.2232999302589644,Charlotte Hornets,6.154136970161407,-6.154136970161407,0.2788941093767774,114.97913111169349,121.1332680818549,236.11239919354838
2025-10-26,2025-10-26|Indiana Pacers|Minnesota Timberwolves,final,Minnesota Timberwolves,Indiana Pacers,False,False,114.0,110.0,4.0,224.0,3.876952192229939,-10.964758742911087,1.1508426322094143,Minnesota Timberwolves,-15.992553567350441,15.992553567350441,0.9219120290681252,123.7311252685237,107.73857170117327,231.46969696969697
2025-10-26,2025-10-26|Los Angeles Lakers|Sacramento Kings,final,Sacramento Kings,Los Angeles Lakers,False,False,120.0,127.0,-7.0,247.0,-5.608749847158277,4.984814963550581,-2.434784326241355,Los Angeles Lakers,13.028349136950213,-13.028349136950213,0.1180467215678827,110.44832543152489,123.47667456847512,233.925
2025-10-26,2025-10-26|Milwaukee Bucks|Cleveland Cavaliers,final,Cleveland Cavaliers,Milwaukee Bucks,False,False,118.0,113.0,5.0,231.0,0.16847419438047906,-3.0581328043516987,0.8543643400241842,Cleveland Cavaliers,-4.0809713387563615,4.0809713387563615,0.6524757565471846,118.4373216765083,114.35635033775193,232.79367201426024
2025-10-26,2025-10-26|New York Knicks|Miami Heat,final,Miami Heat,New York Knicks,False,False,115.0,107.0,8.0,222.0,1.701675065584123,6.363133616668737,2.6358346102656594,New York Knicks,2.0256239408189547,-2.0256239408189547,0.4224617610472349,117.34324863565114,119.36887257647008,236.71212121212122
2025-10-26,2025-10-26|Portland Trail Blazers|Los Angeles Clippers,final,Los Angeles Clippers,Portland Trail Blazers,False,False,114.0,107.0,7.0,221.0,-3.999990306820603,-1.076035337885097,6.279474605762198,Los Angeles Clippers,-3.355519636826692,3.355519636826692,0.6266703149316173,117.48518894842313,114.12966931159643,231.61485826001956
