run_id,params,params_json,log_loss,brier_score,mae_margin,metric,metric_value,output_dir
2024-10-25_to_2025-02-25_expanding_20260103T233311Z,"{'max_iter': 200, 'tol': 1e-06}","{""max_iter"": 200, ""tol"": 1e-06}",2.5850290034682053,0.36672562703937484,13.699133395175116,brier_score,0.36672562703937484,outputs\tuning\bradley_terry_hfa\2024-10-25_to_2025-02-25_expanding_20260103T233311Z__max_iter=200_tol=1e-06
2024-10-25_to_2025-02-25_expanding_20260103T233311Z,"{'max_iter': 200, 'tol': 1e-08}","{""max_iter"": 200, ""tol"": 1e-08}",2.5850290034682053,0.36672562703937484,13.699133395175116,brier_score,0.36672562703937484,outputs\tuning\bradley_terry_hfa\2024-10-25_to_2025-02-25_expanding_20260103T233311Z__max_iter=200_tol=1e-08
2024-10-25_to_2025-02-25_expanding_20260103T233311Z,"{'max_iter': 500, 'tol': 1e-06}","{""max_iter"": 500, ""tol"": 1e-06}",2.6188600667708806,0.36802911922662057,13.71564311284909,brier_score,0.36802911922662057,outputs\tuning\bradley_terry_hfa\2024-10-25_to_2025-02-25_expanding_20260103T233311Z__max_iter=500_tol=1e-06
2024-10-25_to_2025-02-25_expanding_20260103T233311Z,"{'max_iter': 500, 'tol': 1e-08}","{""max_iter"": 500, ""tol"": 1e-08}",2.6188600667708806,0.36802911922662057,13.71564311284909,brier_score,0.36802911922662057,outputs\tuning\bradley_terry_hfa\2024-10-25_to_2025-02-25_expanding_20260103T233311Z__max_iter=500_tol=1e-08
2024-10-25_to_2025-02-25_expanding_20260103T233311Z,"{'max_iter': 800, 'tol': 1e-06}","{""max_iter"": 800, ""tol"": 1e-06}",2.6359684696336156,0.36870773558087966,13.729997018105644,brier_score,0.36870773558087966,outputs\tuning\bradley_terry_hfa\2024-10-25_to_2025-02-25_expanding_20260103T233311Z__max_iter=800_tol=1e-06
2024-10-25_to_2025-02-25_expanding_20260103T233311Z,"{'max_iter': 800, 'tol': 1e-08}","{""max_iter"": 800, ""tol"": 1e-08}",2.6359684696336156,0.36870773558087966,13.729997018105644,brier_score,0.36870773558087966,outputs\tuning\bradley_terry_hfa\2024-10-25_to_2025-02-25_expanding_20260103T233311Z__max_iter=800_tol=1e-08
