bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",31,0.05112875102818687,0.25806451612903225,elo
"(0.1, 0.2]",49,0.15675322111028267,0.2857142857142857,elo
"(0.2, 0.3]",73,0.25160194364003763,0.3835616438356164,elo
"(0.3, 0.4]",87,0.3503646081352322,0.40229885057471265,elo
"(0.4, 0.5]",92,0.4491717035156249,0.4673913043478261,elo
"(0.5, 0.6]",134,0.5502673488839581,0.6119402985074627,elo
"(0.6, 0.7]",119,0.6517410365262659,0.5462184873949579,elo
"(0.7, 0.8]",113,0.7530170162887204,0.6194690265486725,elo
"(0.8, 0.9]",100,0.8493843550004644,0.76,elo
"(0.9, 1.0]",64,0.9521550246990422,0.765625,elo
