date,game_id,status,home_team,away_team,neutral,overtime,home_score,away_score,result_margin,result_total,home_rating,away_rating,home_advantage,projected_winner,projected_spread,projected_home_spread,projected_win_prob,projected_home_score,projected_away_score,projected_total
2025-10-21,2025-10-21|Golden State Warriors|Los Angeles Lakers,final,Los Angeles Lakers,Golden State Warriors,False,False,109.0,119.0,-10.0,228.0,6.082341693247349,0.907854177943564,-3.597967913603588,Los Angeles Lakers,-1.5765196017001966,1.5765196017001966,0.5597333789150392,116.35871434630467,114.78219474460447,231.14090909090913
2025-10-21,2025-10-21|Houston Rockets|Oklahoma City Thunder,final,Oklahoma City Thunder,Houston Rockets,False,False,125.0,124.0,1.0,249.0,9.27054760065479,5.7749533576029375,6.581972633157869,Oklahoma City Thunder,-10.077566876209723,10.077566876209723,0.8226872250497858,120.66378343810486,110.58621656189514,231.25
2025-10-22,2025-10-22|Brooklyn Nets|Charlotte Hornets,final,Charlotte Hornets,Brooklyn Nets,False,False,136.0,117.0,19.0,253.0,-5.204004107140731,-5.991400519772447,3.3556983725859153,Charlotte Hornets,-4.143094785217631,4.143094785217631,0.6527004415248757,116.4710265592755,112.32793177405786,228.79895833333336
2025-10-22,2025-10-22|Cleveland Cavaliers|New York Knicks,final,New York Knicks,Cleveland Cavaliers,False,False,119.0,111.0,8.0,230.0,6.739342069121734,0.3695898919399236,4.442837310719637,New York Knicks,-10.812589487901448,10.812589487901448,0.8384301389074276,123.28797923592933,112.47538974802788,235.7633689839572
2025-10-22,2025-10-22|Detroit Pistons|Chicago Bulls,final,Chicago Bulls,Detroit Pistons,False,False,115.0,111.0,4.0,226.0,-2.311685238765887,6.475052306952048,-4.459542609034935,Detroit Pistons,13.246280154752869,-13.246280154752869,0.11740801199173939,111.48623492262357,124.73251507737643,236.21875
2025-10-22,2025-10-22|Los Angeles Clippers|Utah Jazz,final,Utah Jazz,Los Angeles Clippers,False,False,129.0,108.0,21.0,237.0,-2.3554600453107253,-4.544870184186685,1.0466950746143813,Utah Jazz,-3.236105213490341,3.236105213490341,0.6207681297124856,120.07773002610001,116.84162481260968,236.9193548387097
2025-10-22,2025-10-22|Miami Heat|Orlando Magic,final,Orlando Magic,Miami Heat,False,False,125.0,121.0,4.0,246.0,2.259467991111815,1.501182045392038,1.0677239845926911,Orlando Magic,-1.8260099303124684,1.8260099303124684,0.5690738928154577,118.50391405606533,116.67790412575286,235.1818181818182
2025-10-22,2025-10-22|Minnesota Timberwolves|Portland Trail Blazers,final,Portland Trail Blazers,Minnesota Timberwolves,False,False,114.0,118.0,-4.0,232.0,-1.3554259850305204,3.1947759186268763,1.3750379872855154,Minnesota Timberwolves,3.175163916371881,-3.175163916371881,0.38141906049542307,116.02605440545042,119.2012183218223,235.22727272727272
2025-10-22,2025-10-22|New Orleans Pelicans|Memphis Grizzlies,final,Memphis Grizzlies,New Orleans Pelicans,False,False,128.0,122.0,6.0,250.0,-1.072426501652419,-7.53519346928145,3.06599495272458,Memphis Grizzlies,-9.52876192035361,9.52876192035361,0.8101655355456275,122.11870081311798,112.58993889276437,234.70863970588235
2025-10-22,2025-10-22|Philadelphia 76ers|Boston Celtics,final,Boston Celtics,Philadelphia 76ers,False,False,116.0,117.0,-1.0,233.0,3.2091659983626726,0.5578489614865703,3.8855719424529984,Boston Celtics,-6.536888979329101,6.536888979329101,0.7301668369308921,117.84344448966455,111.30655551033546,229.15
2025-10-22,2025-10-22|Sacramento Kings|Phoenix Suns,final,Phoenix Suns,Sacramento Kings,False,False,120.0,116.0,4.0,236.0,3.1946734949845483,-5.398100593828847,3.9991802372075442,Phoenix Suns,-12.59195432602094,12.59195432602094,0.8718665365665066,121.83503966301046,109.24308533698954,231.078125
2025-10-22,2025-10-22|San Antonio Spurs|Dallas Mavericks,final,Dallas Mavericks,San Antonio Spurs,False,False,92.0,125.0,-33.0,217.0,-4.309641447448321,6.611055932952735,2.842727195157858,San Antonio Spurs,8.077970185243197,-8.077970185243197,0.2261547308466212,112.13191508563152,120.20988527087472,232.34180035650624
2025-10-22,2025-10-22|Toronto Raptors|Atlanta Hawks,final,Atlanta Hawks,Toronto Raptors,False,False,118.0,138.0,-20.0,256.0,-1.1328901282773718,1.7651052929959978,-1.9596631894184586,Toronto Raptors,4.8576586106918285,-4.8576586106918285,0.3230592859985071,114.21087657700701,119.06853518769884,233.27941176470586
2025-10-22,2025-10-22|Washington Wizards|Milwaukee Bucks,final,Milwaukee Bucks,Washington Wizards,False,False,133.0,120.0,13.0,253.0,-3.347006858905987,-9.037219852619543,4.549927410718082,Milwaukee Bucks,-10.240140404431639,10.240140404431639,0.826269868281636,121.91088154141424,111.67074113698261,233.58162267839685
2025-10-23,2025-10-23|Denver Nuggets|Golden State Warriors,final,Golden State Warriors,Denver Nuggets,False,False,137.0,131.0,6.0,268.0,0.907854177943564,5.494752606874907,7.334891709477916,Golden State Warriors,-2.7479932805465737,2.7479932805465737,0.6031189342693201,119.46632618572784,116.71833290518126,236.1846590909091
2025-10-23,2025-10-23|Oklahoma City Thunder|Indiana Pacers,final,Indiana Pacers,Oklahoma City Thunder,False,False,135.0,141.0,-6.0,276.0,-9.812384408029573,9.27054760065479,4.1314947570889435,Oklahoma City Thunder,14.951437251595419,-14.951437251595419,0.093056149520794,107.38034198026288,122.3317792318583,229.7121212121212
2025-10-24,2025-10-24|Atlanta Hawks|Orlando Magic,final,Orlando Magic,Atlanta Hawks,False,False,107.0,111.0,-4.0,218.0,2.259467991111815,-1.1328901282773718,1.0677239845926911,Orlando Magic,-4.460082103981878,4.460082103981878,0.6635607835532162,120.11863285234743,115.65855074836556,235.777183600713
2025-10-24,2025-10-24|Boston Celtics|New York Knicks,final,New York Knicks,Boston Celtics,False,False,105.0,95.0,10.0,200.0,6.739342069121734,3.2091659983626726,4.442837310719637,New York Knicks,-7.973013381478697,7.973013381478697,0.7710358088580928,119.46377941801208,111.49076603653339,230.95454545454547
2025-10-24,2025-10-24|Cleveland Cavaliers|Brooklyn Nets,final,Brooklyn Nets,Cleveland Cavaliers,False,False,124.0,131.0,-7.0,255.0,-5.991400519772447,0.3695898919399236,2.3956702890466794,Cleveland Cavaliers,3.9653201226656907,-3.9653201226656907,0.35346149420072376,113.0634183700397,117.0287384927054,230.0921568627451
