date,home_team,away_team,home_score,away_score,neutral,overtime,game_id,notes,status,model,home_rating,away_rating,projected_winner,projected_spread,projected_total,result_margin,result_total
10/31/2025,Memphis Grizzlies,Los Angeles Lakers,112,117,FALSE,FALSE,2025-10-31|Los Angeles Lakers|Memphis Grizzlies,,final,bradley-terry,-1.768083656,3.460211333,Los Angeles Lakers,-5.228294989,233.2969432,-5,229
10/31/2025,Los Angeles Clippers,New Orleans Pelicans,126,124,FALSE,FALSE,2025-10-31|New Orleans Pelicans|Los Angeles Clippers,,final,bradley-terry,-6.022625691,-7.916221568,Los Angeles Clippers,1.893595877,233.2969432,2,250
10/31/2025,Chicago Bulls,New York Knicks,135,125,FALSE,FALSE,2025-10-31|New York Knicks|Chicago Bulls,,final,bradley-terry,-2.267206274,4.556312374,New York Knicks,-6.823518648,233.2969432,10,260
10/31/2025,Cleveland Cavaliers,Toronto Raptors,101,112,FALSE,FALSE,2025-10-31|Toronto Raptors|Cleveland Cavaliers,,final,bradley-terry,-1.573435105,-1.091654483,Toronto Raptors,-0.481780622,233.2969432,-11,213
10/31/2025,Phoenix Suns,Utah Jazz,118,96,FALSE,FALSE,2025-10-31|Utah Jazz|Phoenix Suns,,final,bradley-terry,1.641240049,-3.765361242,Phoenix Suns,5.406601291,233.2969432,22,214
11/1/2025,Detroit Pistons,Dallas Mavericks,122,110,FALSE,FALSE,2025-11-01|Dallas Mavericks|Detroit Pistons,,final,bradley-terry,5.586114982,-4.867254585,Detroit Pistons,10.45336957,233.2969432,12,232
11/1/2025,Indiana Pacers,Golden State Warriors,114,109,FALSE,FALSE,2025-11-01|Golden State Warriors|Indiana Pacers,,final,bradley-terry,-11.81293649,-0.196594319,Golden State Warriors,-11.61634217,233.2969432,5,223
11/1/2025,Boston Celtics,Houston Rockets,101,128,FALSE,FALSE,2025-11-01|Houston Rockets|Boston Celtics,,final,bradley-terry,2.484741787,3.17744288,Houston Rockets,-0.692701093,233.2969432,-27,229
11/1/2025,Charlotte Hornets,Minnesota Timberwolves,105,122,FALSE,FALSE,2025-11-01|Minnesota Timberwolves|Charlotte Hornets,,final,bradley-terry,-6.230312921,3.203037321,Minnesota Timberwolves,-9.433350243,233.2969432,-17,227
11/1/2025,Washington Wizards,Orlando Magic,94,125,FALSE,FALSE,2025-11-01|Orlando Magic|Washington Wizards,,final,bradley-terry,-11.11742058,1.245174867,Orlando Magic,-12.36259545,233.2969432,-31,219
11/1/2025,Milwaukee Bucks,Sacramento Kings,133,135,FALSE,FALSE,2025-11-01|Sacramento Kings|Milwaukee Bucks,,final,bradley-terry,-5.401240434,-7.119348383,Milwaukee Bucks,1.718107949,233.2969432,-2,268
11/2/2025,Cleveland Cavaliers,Atlanta Hawks,117,109,FALSE,FALSE,2025-11-02|Atlanta Hawks|Cleveland Cavaliers,,final,bradley-terry,-1.573435105,-2.363932593,Cleveland Cavaliers,0.790497488,233.2969432,8,226
11/2/2025,New York Knicks,Chicago Bulls,128,116,FALSE,FALSE,2025-11-02|Chicago Bulls|New York Knicks,,final,bradley-terry,4.556312374,-2.267206274,New York Knicks,6.823518648,233.2969432,12,244
11/2/2025,Toronto Raptors,Memphis Grizzlies,117,104,FALSE,FALSE,2025-11-02|Memphis Grizzlies|Toronto Raptors,,final,bradley-terry,-1.091654483,-1.768083656,Toronto Raptors,0.676429173,233.2969432,13,221
11/2/2025,Los Angeles Lakers,Miami Heat,130,120,FALSE,FALSE,2025-11-02|Miami Heat|Los Angeles Lakers,,final,bradley-terry,3.460211333,-0.318817789,Los Angeles Lakers,3.779029123,233.2969432,10,250
11/2/2025,Oklahoma City Thunder,New Orleans Pelicans,137,106,FALSE,FALSE,2025-11-02|New Orleans Pelicans|Oklahoma City Thunder,,final,bradley-terry,9.811197825,-7.916221568,Oklahoma City Thunder,17.72741939,233.2969432,31,243
11/2/2025,Brooklyn Nets,Philadelphia 76ers,105,129,FALSE,FALSE,2025-11-02|Philadelphia 76ers|Brooklyn Nets,,final,bradley-terry,-6.90391712,-0.7259986,Philadelphia 76ers,-6.17791852,233.2969432,-24,234
11/2/2025,Phoenix Suns,San Antonio Spurs,130,118,FALSE,FALSE,2025-11-02|San Antonio Spurs|Phoenix Suns,,final,bradley-terry,1.641240049,7.208024728,San Antonio Spurs,-5.566784679,233.2969432,12,248
11/2/2025,Charlotte Hornets,Utah Jazz,126,103,FALSE,FALSE,2025-11-02|Utah Jazz|Charlotte Hornets,,final,bradley-terry,-6.230312921,-3.765361242,Utah Jazz,-2.464951679,233.2969432,23,229
11/3/2025,Houston Rockets,Dallas Mavericks,110,102,FALSE,FALSE,2025-11-03|Dallas Mavericks|Houston Rockets,,final,bradley-terry,3.17744288,-4.867254585,Houston Rockets,8.044697465,233.2969432,8,212
11/3/2025,Memphis Grizzlies,Detroit Pistons,106,114,FALSE,FALSE,2025-11-03|Detroit Pistons|Memphis Grizzlies,,final,bradley-terry,-1.768083656,5.586114982,Detroit Pistons,-7.354198637,233.2969432,-8,220
11/3/2025,Portland Trail Blazers,Los Angeles Lakers,115,123,FALSE,FALSE,2025-11-03|Los Angeles Lakers|Portland Trail Blazers,,final,bradley-terry,-3.310042335,3.460211333,Los Angeles Lakers,-6.770253669,233.2969432,-8,238
11/3/2025,Los Angeles Clippers,Miami Heat,119,120,FALSE,FALSE,2025-11-03|Miami Heat|Los Angeles Clippers,,final,bradley-terry,-6.022625691,-0.318817789,Miami Heat,-5.703807902,233.2969432,-1,239
11/3/2025,Indiana Pacers,Milwaukee Bucks,115,117,FALSE,FALSE,2025-11-03|Milwaukee Bucks|Indiana Pacers,,final,bradley-terry,-11.81293649,-5.401240434,Milwaukee Bucks,-6.411696056,233.2969432,-2,232
11/3/2025,Brooklyn Nets,Minnesota Timberwolves,109,125,FALSE,FALSE,2025-11-03|Minnesota Timberwolves|Brooklyn Nets,,final,bradley-terry,-6.90391712,3.203037321,Minnesota Timberwolves,-10.10695444,233.2969432,-16,234
11/3/2025,Denver Nuggets,Sacramento Kings,130,124,FALSE,FALSE,2025-11-03|Sacramento Kings|Denver Nuggets,,final,bradley-terry,5.062279444,-7.119348383,Denver Nuggets,12.18162783,233.2969432,6,254
11/3/2025,Boston Celtics,Utah Jazz,103,105,FALSE,FALSE,2025-11-03|Utah Jazz|Boston Celtics,,final,bradley-terry,2.484741787,-3.765361242,Boston Celtics,6.250103029,233.2969432,-2,208
11/3/2025,New York Knicks,Washington Wizards,119,102,FALSE,FALSE,2025-11-03|Washington Wizards|New York Knicks,,final,bradley-terry,4.556312374,-11.11742058,New York Knicks,15.67373296,233.2969432,17,221
11/4/2025,New Orleans Pelicans,Charlotte Hornets,116,112,FALSE,FALSE,2025-11-04|Charlotte Hornets|New Orleans Pelicans,,final,bradley-terry,-7.916221568,-6.230312921,Charlotte Hornets,-1.685908647,233.2969432,4,228
11/4/2025,Toronto Raptors,Milwaukee Bucks,128,100,FALSE,FALSE,2025-11-04|Milwaukee Bucks|Toronto Raptors,,final,bradley-terry,-1.091654483,-5.401240434,Toronto Raptors,4.309585951,233.2969432,28,228
11/4/2025,Los Angeles Clippers,Oklahoma City Thunder,107,126,FALSE,FALSE,2025-11-04|Oklahoma City Thunder|Los Angeles Clippers,,final,bradley-terry,-6.022625691,9.811197825,Oklahoma City Thunder,-15.83382352,233.2969432,-19,233
11/4/2025,Atlanta Hawks,Orlando Magic,127,112,FALSE,FALSE,2025-11-04|Orlando Magic|Atlanta Hawks,,final,bradley-terry,-2.363932593,1.245174867,Orlando Magic,-3.60910746,233.2969432,15,239
11/4/2025,Chicago Bulls,Philadelphia 76ers,113,111,FALSE,FALSE,2025-11-04|Philadelphia 76ers|Chicago Bulls,,final,bradley-terry,-2.267206274,-0.7259986,Philadelphia 76ers,-1.541207674,233.2969432,2,224
11/4/2025,Golden State Warriors,Phoenix Suns,118,107,FALSE,FALSE,2025-11-04|Phoenix Suns|Golden State Warriors,,final,bradley-terry,-0.196594319,1.641240049,Phoenix Suns,-1.837834368,233.2969432,11,225
11/5/2025,Indiana Pacers,Brooklyn Nets,103,112,FALSE,FALSE,2025-11-05|Brooklyn Nets|Indiana Pacers,,final,bradley-terry,-11.81293649,-6.90391712,Brooklyn Nets,-4.909019371,233.2969432,-9,215
11/5/2025,Sacramento Kings,Golden State Warriors,121,116,FALSE,FALSE,2025-11-05|Golden State Warriors|Sacramento Kings,,final,bradley-terry,-7.119348383,-0.196594319,Golden State Warriors,-6.922754064,233.2969432,5,237
11/5/2025,Memphis Grizzlies,Houston Rockets,109,124,FALSE,FALSE,2025-11-05|Houston Rockets|Memphis Grizzlies,,final,bradley-terry,-1.768083656,3.17744288,Houston Rockets,-4.945526536,233.2969432,-15,233
11/5/2025,Denver Nuggets,Miami Heat,122,112,FALSE,FALSE,2025-11-05|Miami Heat|Denver Nuggets,,final,bradley-terry,5.062279444,-0.318817789,Denver Nuggets,5.381097233,233.2969432,10,234
11/5/2025,New York Knicks,Minnesota Timberwolves,137,114,FALSE,FALSE,2025-11-05|Minnesota Timberwolves|New York Knicks,,final,bradley-terry,4.556312374,3.203037321,New York Knicks,1.353275052,233.2969432,23,251
