bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",31,0.047243550977703844,0.25806451612903225,elo
"(0.1, 0.2]",58,0.15669677763192771,0.29310344827586204,elo
"(0.2, 0.3]",76,0.2553174271659389,0.39473684210526316,elo
"(0.3, 0.4]",82,0.3489735794593086,0.3780487804878049,elo
"(0.4, 0.5]",86,0.4456858430214527,0.5232558139534884,elo
"(0.5, 0.6]",134,0.5442680331261829,0.5895522388059702,elo
"(0.6, 0.7]",125,0.6487915955191099,0.544,elo
"(0.7, 0.8]",113,0.7512113945216374,0.6460176991150443,elo
"(0.8, 0.9]",102,0.8508860988731699,0.7647058823529411,elo
"(0.9, 1.0]",55,0.9529328133776322,0.7454545454545455,elo
