bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",23,0.06422348003517885,0.2391304347826087,elo
"(0.1, 0.2]",51,0.15006964188399588,0.35294117647058826,elo
"(0.2, 0.3]",36,0.24724273179746012,0.5138888888888888,elo
"(0.3, 0.4]",36,0.36311409388206506,0.3888888888888889,elo
"(0.4, 0.5]",45,0.44885655085087806,0.43333333333333335,elo
"(0.5, 0.6]",55,0.5512823452376718,0.5,elo
"(0.6, 0.7]",56,0.6523239486498662,0.49107142857142855,elo
"(0.7, 0.8]",43,0.7534963644443171,0.6395348837209303,elo
"(0.8, 0.9]",73,0.8544684989248877,0.6986301369863014,elo
"(0.9, 1.0]",66,0.9548823717317071,0.8484848484848485,elo
