bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",24,0.0694408916766211,0.3125,elo
"(0.1, 0.2]",45,0.1471234467846656,0.3111111111111111,elo
"(0.2, 0.3]",33,0.24506068526386623,0.45454545454545453,elo
"(0.3, 0.4]",40,0.3493481538289974,0.475,elo
"(0.4, 0.5]",46,0.453469789386351,0.45652173913043476,elo
"(0.5, 0.6]",54,0.5578037156818173,0.4351851851851852,elo
"(0.6, 0.7]",56,0.6476877915521785,0.5625,elo
"(0.7, 0.8]",47,0.748048702994036,0.5638297872340425,elo
"(0.8, 0.9]",62,0.8528497061672998,0.7096774193548387,elo
"(0.9, 1.0]",77,0.952742615085003,0.8181818181818182,elo
