bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",21,0.06499607122208159,0.30952380952380953,elo
"(0.1, 0.2]",49,0.14477713281325646,0.32653061224489793,elo
"(0.2, 0.3]",35,0.2442889757888132,0.44285714285714284,elo
"(0.3, 0.4]",35,0.3583605651191075,0.45714285714285713,elo
"(0.4, 0.5]",45,0.4504190740570644,0.45555555555555555,elo
"(0.5, 0.6]",55,0.5554663983278004,0.44545454545454544,elo
"(0.6, 0.7]",59,0.6515332823701212,0.5508474576271186,elo
"(0.7, 0.8]",45,0.7548889949231381,0.5888888888888889,elo
"(0.8, 0.9]",63,0.8550320306126008,0.6984126984126984,elo
"(0.9, 1.0]",77,0.9524247147254219,0.8181818181818182,elo
