bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",25,0.06730147934236665,0.3,elo
"(0.1, 0.2]",48,0.1514603862442031,0.3125,elo
"(0.2, 0.3]",36,0.24864052855094915,0.4583333333333333,elo
"(0.3, 0.4]",43,0.357073271728963,0.5,elo
"(0.4, 0.5]",45,0.45995038159218393,0.37777777777777777,elo
"(0.5, 0.6]",55,0.5588541004165077,0.5727272727272728,elo
"(0.6, 0.7]",47,0.6436321158923763,0.4574468085106383,elo
"(0.7, 0.8]",48,0.7429779429662414,0.6145833333333334,elo
"(0.8, 0.9]",66,0.8477773127426467,0.696969696969697,elo
"(0.9, 1.0]",71,0.9523166513465423,0.8309859154929577,elo
