bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",23,0.06247840723058375,0.2826086956521739,elo
"(0.1, 0.2]",51,0.14696752067615979,0.3333333333333333,elo
"(0.2, 0.3]",44,0.244518899139966,0.5113636363636364,elo
"(0.3, 0.4]",36,0.3640409666145437,0.4166666666666667,elo
"(0.4, 0.5]",41,0.44854867681047483,0.4146341463414634,elo
"(0.5, 0.6]",56,0.5429173195571082,0.5178571428571429,elo
"(0.6, 0.7]",61,0.6532618657671182,0.5327868852459017,elo
"(0.7, 0.8]",44,0.7549287781141782,0.5568181818181818,elo
"(0.8, 0.9]",61,0.85179306475796,0.7377049180327869,elo
"(0.9, 1.0]",67,0.9488308909339761,0.835820895522388,elo
