bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",48,0.048500691824614806,0.3854166666666667,toor
"(0.1, 0.2]",45,0.15164281092862583,0.37777777777777777,toor
"(0.2, 0.3]",24,0.2500107166217211,0.4791666666666667,toor
"(0.3, 0.4]",34,0.3584267629388272,0.2647058823529412,toor
"(0.4, 0.5]",46,0.4452721841531654,0.4782608695652174,toor
"(0.5, 0.6]",49,0.5462678422372885,0.6122448979591837,toor
"(0.6, 0.7]",45,0.6463252839991301,0.43333333333333335,toor
"(0.7, 0.8]",41,0.7556958954610254,0.6097560975609756,toor
"(0.8, 0.9]",56,0.850234408414142,0.6160714285714286,toor
"(0.9, 1.0]",96,0.9604605599521371,0.8125,toor
