date,games,log_loss,brier_score,mae_margin,margin_games,model_id
2025-10-25,5.0,0.581158165120381,0.21976822654863132,14.810447901261494,5.0,bradley_terry_hfa
2025-10-26,9.0,2.480395088517625,0.505967325720059,10.210378237910216,9.0,bradley_terry_hfa
2025-10-27,11.0,1.1380067461277164,0.2737676881562871,12.743639056467522,11.0,bradley_terry_hfa
2025-10-28,5.0,0.9764346523893688,0.19788100243082152,11.546540550988302,5.0,bradley_terry_hfa
2025-10-29,10.0,1.691835141391382,0.39207238947730627,10.438729933436269,10.0,bradley_terry_hfa
2025-10-30,4.0,0.8954001246632133,0.23930219489973678,11.069473673164518,4.0,bradley_terry_hfa
2025-10-31,8.0,1.4885177871139874,0.3691587711181644,9.258163398450193,8.0,bradley_terry_hfa
2025-11-01,6.0,2.3740862604181534,0.5084884172957317,17.218930326396173,6.0,bradley_terry_hfa
2025-11-02,8.0,1.7739282589829066,0.36752409658752316,15.789706820944778,8.0,bradley_terry_hfa
2025-11-03,9.0,0.47713362578727764,0.16614749175453297,5.950653312935035,9.0,bradley_terry_hfa
2025-11-04,6.0,1.0296658731871584,0.2684499080462563,12.473042655947035,6.0,bradley_terry_hfa
2025-11-05,11.0,1.2216783615487288,0.29774562541492444,10.8611612863707,11.0,bradley_terry_hfa
2025-11-06,1.0,0.508814313127675,0.15903505861939782,12.589499009824868,1.0,bradley_terry_hfa
2025-11-07,11.0,0.3974867828809851,0.13319692577169548,19.62224865460755,11.0,bradley_terry_hfa
2025-11-08,8.0,0.76374404445353,0.29038943310712717,9.41372152127946,8.0,bradley_terry_hfa
2025-11-09,7.0,0.4464765070075078,0.16268937757924948,15.856286746462855,7.0,bradley_terry_hfa
2025-11-10,9.0,0.4737307081871827,0.16215503990884902,5.756996107685328,9.0,bradley_terry_hfa
2025-11-11,6.0,0.16777645223253726,0.03857254805730818,12.325462431824493,6.0,bradley_terry_hfa
2025-11-12,12.0,0.7651835131881443,0.2502532091666416,16.46332621977752,12.0,bradley_terry_hfa
2025-11-13,3.0,0.34121338797292844,0.12188136699956864,17.505965114765708,3.0,bradley_terry_hfa
2025-11-14,9.0,0.3767177569438003,0.12231498147400804,9.094257382156716,9.0,bradley_terry_hfa
2025-11-15,5.0,0.0656378450302549,0.006482804829740847,10.890816099173433,5.0,bradley_terry_hfa
2025-11-16,8.0,1.3614587224094692,0.26844632350029773,8.533542776091453,8.0,bradley_terry_hfa
2025-11-17,8.0,0.4607089052102566,0.16928220314291653,7.121951805922538,8.0,bradley_terry_hfa
2025-11-18,6.0,0.5293436386542877,0.18435110444883693,10.243660334731038,6.0,bradley_terry_hfa
2025-11-19,9.0,0.6069751583363261,0.16984025661004507,7.057170078611809,9.0,bradley_terry_hfa
2025-11-20,4.0,0.8742229370323423,0.32680834083765353,21.576471027224912,4.0,bradley_terry_hfa
2025-11-21,9.0,1.0043957677119675,0.34501246341480546,12.758244084656209,9.0,bradley_terry_hfa
2025-11-22,7.0,0.8463197545695795,0.2511143845162239,8.510297185554018,7.0,bradley_terry_hfa
2025-11-23,8.0,0.9267327888875759,0.23755148707018925,10.087165269192624,8.0,bradley_terry_hfa
2025-11-24,10.0,1.4900046706940064,0.2849049891329757,10.494203461751587,10.0,bradley_terry_hfa
2025-11-25,3.0,3.939666433860534,0.3388880783786117,27.6714324997765,3.0,bradley_terry_hfa
2025-11-26,9.0,0.8127404360119692,0.11406296784078594,6.669096281396905,9.0,bradley_terry_hfa
2025-11-28,11.0,1.587600038758852,0.3835181985579382,8.901259393051665,11.0,bradley_terry_hfa
2025-11-29,8.0,2.4811703436891897,0.38533058852278546,8.748698738143535,8.0,bradley_terry_hfa
2025-11-30,8.0,1.0318190016806255,0.23956184171523298,9.518568201668213,8.0,bradley_terry_hfa
2025-12-01,9.0,3.4539253278016577,0.5679463572364241,11.943826796029406,9.0,bradley_terry_hfa
2025-12-02,6.0,1.1716230039828435,0.28985266118141506,7.0450115160509625,6.0,bradley_terry_hfa
2025-12-03,9.0,2.6489560198541287,0.3932379359544338,13.233941069723159,9.0,bradley_terry_hfa
2025-12-04,5.0,0.8103868657612663,0.19305620005929608,10.147907148578398,5.0,bradley_terry_hfa
2025-12-05,12.0,2.0333649449217996,0.4389759425914215,15.8938671244091,12.0,bradley_terry_hfa
2025-12-06,7.0,2.4967257536441454,0.3717656234465064,11.369062238207153,7.0,bradley_terry_hfa
2025-12-07,7.0,1.2312277179782998,0.2766865959629862,12.699215685204539,7.0,bradley_terry_hfa
2025-12-08,3.0,2.217772324429727,0.33279506457957886,9.997468033469142,3.0,bradley_terry_hfa
2025-12-09,2.0,1.6740583604101884,0.46540357220969875,11.031002939785973,2.0,bradley_terry_hfa
2025-12-10,2.0,0.06014371966790252,0.003456925041311667,28.210865675161624,2.0,bradley_terry_hfa
2025-12-11,4.0,4.831082897470997,0.49990151721023995,20.129135337574397,4.0,bradley_terry_hfa
2025-12-12,7.0,0.3649878496751753,0.12856770702521186,8.481548541258611,7.0,bradley_terry_hfa
2025-12-13,2.0,0.3516379379969585,0.12635372512834503,4.332668080008551,2.0,bradley_terry_hfa
2025-12-14,8.0,2.648696410452112,0.5097438927162329,15.715451674766133,8.0,bradley_terry_hfa
2025-12-15,5.0,1.9722540584822272,0.3901948700819582,7.411739667548884,5.0,bradley_terry_hfa
2025-12-16,1.0,5.7192518569422885,0.9934464415837129,16.71596429330877,1.0,bradley_terry_hfa
2025-12-17,2.0,3.853110769846025,0.5130471912200857,13.95144712465876,2.0,bradley_terry_hfa
2025-12-18,12.0,3.802275034164808,0.45033180190485794,10.515256898972387,12.0,bradley_terry_hfa
2025-12-19,5.0,3.4867394521753896,0.4710686519728224,14.1060595079417,5.0,bradley_terry_hfa
2025-12-20,10.0,3.034359343691613,0.46461982441864097,13.882852734838954,10.0,bradley_terry_hfa
2025-12-21,6.0,4.784358009023517,0.4593751394995982,10.873847135582574,6.0,bradley_terry_hfa
2025-12-22,7.0,2.6639305290176316,0.37141877764904274,13.223107630029597,7.0,bradley_terry_hfa
2025-12-23,14.0,4.174587573730556,0.4924660272590301,15.836632885752865,14.0,bradley_terry_hfa
2025-12-25,5.0,1.3635206329496607,0.4047107746347594,10.249600283646796,5.0,bradley_terry_hfa
2025-12-26,9.0,4.601745038074574,0.53435209162571,15.839365318075389,9.0,bradley_terry_hfa
2025-12-27,9.0,3.146921985301817,0.49800399406151324,13.855596961998003,9.0,bradley_terry_hfa
2025-12-28,6.0,7.797513900393397,0.6686273502283256,21.99560762687092,6.0,bradley_terry_hfa
2025-12-29,11.0,2.2497118746671645,0.3246226559695576,11.062944625178366,11.0,bradley_terry_hfa
2025-12-30,4.0,1.3878428606626267,0.24806031857606703,17.23698432451048,4.0,bradley_terry_hfa
2025-12-31,9.0,3.1822078926523245,0.4045600558613817,15.664825890452644,9.0,bradley_terry_hfa
2026-01-01,5.0,1.677120058212203,0.2175482086388087,8.21334005506568,5.0,bradley_terry_hfa
2026-01-02,10.0,4.2609336862816125,0.19785638034345776,,0.0,bradley_terry_hfa
