bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",53,0.03257417245972452,0.33962264150943394,toor
"(0.1, 0.2]",55,0.15377728658643147,0.3090909090909091,toor
"(0.2, 0.3]",75,0.2497283593592769,0.37333333333333335,toor
"(0.3, 0.4]",73,0.3524584854876177,0.4246575342465753,toor
"(0.4, 0.5]",97,0.4480123581191937,0.5154639175257731,toor
"(0.5, 0.6]",113,0.5506469529996693,0.5575221238938053,toor
"(0.6, 0.7]",106,0.6477550802316772,0.6037735849056604,toor
"(0.7, 0.8]",112,0.7509736639248246,0.6428571428571429,toor
"(0.8, 0.9]",91,0.8470363928784246,0.7692307692307693,toor
"(0.9, 1.0]",87,0.9656503598390003,0.6551724137931034,toor
