bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",40,0.04921110982127114,0.325,elo
"(0.1, 0.2]",56,0.15781728019823188,0.30357142857142855,elo
"(0.2, 0.3]",82,0.25360024456132213,0.36585365853658536,elo
"(0.3, 0.4]",81,0.3518488423415288,0.43209876543209874,elo
"(0.4, 0.5]",87,0.4500691278430011,0.4942528735632184,elo
"(0.5, 0.6]",136,0.5479419780874556,0.5882352941176471,elo
"(0.6, 0.7]",121,0.6477522106954394,0.5619834710743802,elo
"(0.7, 0.8]",106,0.7523611483436965,0.660377358490566,elo
"(0.8, 0.9]",100,0.8489795546711276,0.74,elo
"(0.9, 1.0]",53,0.950316881296917,0.7547169811320755,elo
